en-CA,fr-CA
Crispy Ranch Snack Wrap,Double hamburger
Crispy Snack Wrap,Double Hamburger
Croissant,Double hamburger avec fromage
Croissants Sandwiches,Double Hamburger avec fromage
Crumble,Double Hamburger avec fromage et bacon
Cucumber,double hamburger fromage
Cut in half,Double hamburger fromage
Dasani Water,Double quart BLT
Dbl Chsb LT,Double quart de livre avec fromage
Dbl Dbl,Double quart de livre BLT
Dbl Quarter Pounder,Double quart de livre fromage
Dbl Quarter Pounder withCheese,Double quart de livre sans fro
Decaf Coffee,Double quart de livre sans fromage
Delivery,Double Quart Fromage
Delivery Fee,Double Quart Hamburger (sans fromage)
Description,Double Quart livre (sans fromage)
Dessert,Duo
Diced Apples,Duo 2 biscuits
Diet Coke,duo avec Café
Diet Coke Syrup,Duo Bagel Crm Chs avec Café
Distance Fee,Duo café et pâtisserie
Double Bacon 'N Crispy Onion,Duo chausson aux pommes
Double Bacon 'N Crispy Onion Quarter Pounder,Duo chausson aux pommes et McCafé
Double Big Mac,Duo chausson aux pommes McCafé
Double Big Mac Extra Value Meal,Duo muffin anglais
Double Cheeseburger,Duo muffin anglais et boisson chaude
Double Cheeseburger Extra Value Meal,Duo muffin et café
Double Cheesy Melt,"Duo patates hachées brunes et café, format moyen"
Double Cheesy Melt Extra Value Meal,Duo rôties blanc
Double Chsb LT,Duo rôties blanc et boisson chaude
Double Double,Duo rôties blé entier
Double Espresso,Duo rôties blé entier et 2 œufs frits
Double Filet-O-Fish,Duo rôties blé entier et boisson chaude
Double Filet-O-Fish Extra Value Meal,E Coke
Double Hamburger,E Eau froide
Double Hamburger Extra Value Meal,E LF à la fraise ML
Double Quarter Pounder,E LF au chocolat ML
Double Quarter Pounder BLT,E LF au vanille ML
Double Quarter Pounder BLT Extra Value Meal,E LF chocolat
Double Quarter Pounder Cheese,E LF fraise
Double Quarter Pounder Extra Value Meal,E LF vanille
Double Quarter Pounder with Cheese,Eau DASANI
Double Quarter Pounder With Cheese,EC Capp sirop ***
Double Quarter Pounder with Cheese Extra Value Meal,ÉC Cappuccino ***
Double Quarter Pounder without Cheese,EC Choc ch ment ***
Double Quarter Pounder without Cheese Extra Value Meal,ÉC Lat M. Car
Double Toasted,EC Latte
Drink,ÉC Latte ***
Drink tray,ÉC Latte M. Caramel
Driver Regulatory Fee,EC Latte sirop ***
Earl Grey Tea,ÉC Latte ss ***
Earlybird Mug,ÉC Moka ***
Edamame,EC Moka menthe ***
Egg ‘N Cheese McGriddles,Échantillon
Egg ‘N Cheese McGriddles Extra Value Meal,Échantillon latte caramel (lait 2%)
Egg ‘N Cheese McMuffin,Edamame
Egg ‘N Cheese McMuffin Extra Value Meal,Enfant
Egg BLT Bagel ***,Enfant Coca-Cola
Egg BLT Bagl VM,Enfant Coca-Cola Zero
Egg BLT McMuffin,Enfant Coke
Egg BLT McMuffin Extra Value Meal,Enfant Coke Diète
Egg LT Bagl VM,Enfant Fruitopia fraises
Egg LT Croissant Sandwich,Enfant Fruitopia orange
Egg McMuffin,Enfant Racinette Barq's
Egg McMuffin & Hash Brown Deal,Enfant Sprite
Egg McMuffin Extra Value Meal,Enfant Thé glacé Fuze
Egg White Only,Enfant Thé glacé FUZE
English Muffin,Enfant Thé glacé NESTEA
English Muffin Special,Ens mél salades
Entrée Salad,Érable et cheddar ***
Espresso,Espresso
Everything Bacon 'N Egg Bagel,Espresso allongé
Everything Bacon 'N Egg Bagel Extra Value Meal,Extra from ched jack
Everything Bacon & Guacamole Bagel,Extra garniture coupe glacée
Everything Bacon & Guacamole Bagel Meal,Extra garniture pour coupe glacée
Everything Bagel,Extra sauce à McCroquettes
Everything Bagel Happy Meal,Extra sauce poutine
Everything Bagel Reg CC Prod,Extra sirop
Everything Bagel w/ Reg Cream Cheese McValue Meal,Facturation pour livraison
Everything Bagel w/ Regular Cream Cheese Product,Festin 20 McCroquettes
Everything Bagel with Regular Cream Cheese Product,Festin 20 McCroquettes (portion pour 2)
Everything BLT Bagel,Festin déjeuner pour 4
Everything BLT Bagel Extra Value Meal,Festin déjeuner pour 4 (portion pour 4)
Everything Egg BLT Bagel,Festin écono
Everything Egg BLT Bagel Extra Value Meal,Festin écono (portion pour 4)
Everything Sausag 'N Egg Bagel,Festin familial
Everything Sausage 'N Egg Bagel,Festin familial (portion pour 3)
Everything Sausage 'N Egg Bagel Extra Value Meal,Festin fin de soirée
Everything Sausage Egg Bagel,Festin fin de soirée (portion pour 4)
Evr Bgl w/Sprd VM ***,Festins à partager
Evry Bagl w/ Spreads,Filet de poisson
Evry Bagl w/ Spreads ***,Filet de poisson et Côte
Evry Bgl w/ Sprd VM ***,Fourchettes
Exclusive McValue Add-on,Frais (2 sacs)
Extra Chai Glow Tea Bag,Frais de distance
Extra Earl Grey Tea Bag,Frais de fête
Extra Gravy,Frais de livraison
Extra Green Tea Bag,Frais de réponse réglementaire
Extra Ice,Frais de réponse réglementaire du livreur
Extra Large,Frais de service
Extra Large Earl Grey Tea,Frais de temps d'attente évita
Extra Large Green Tea,Frais de temps d'attente évitable des livreurs DD
Extra Large Peppermint Tea,Frais pour petite commande
Extra Large Senior's Coffee,Frites
Extra Large Senior's Decaf Coffee,Frites assaisonnées aux fines herbes et à l'ail
Extra Large Senior's Earl Grey Tea,Frites de renommée mondiale
Extra Large Senior's Green Tea,Frites fines herbes et à l'ail
Extra Large Senior's Orange Pekoe Tea,"Frites, format petit"
Extra Large Senior's Peppermint Tea,"Frites, grand format"
Extra Orange Pekoe Tea,"Frites, mini-format"
Extra Peppermint tea bag,"Frites, moyen format"
Extra Peppermint Tea Bag,"Frites, petit format"
Extra Sundae Topping,From chedar jack
Extra Syrup,From cr orig
Extra Value Meal,From. la crème à côté
Family Bundle,Fromage
Family Bundle (Serves 3),Fromage à la crème
Feta & Olive Sauce,Fromage à la crème original
Filet-O-Fish,Fromage Brie
Filet-O-Fish & Side Deal,Fromage cheddar blanc
Filet-O-Fish Extra Value Meal,Fromage crème
Filet-O-Fish Patty,Fromage en grains
Fireworks Mug,Fromage grillé sandwichs
Fish,Fromage grillé sandwichs
Flexible Straw,Fromage mozzarella
Foam,Fromage parmesan râpé
Forks,Fromage râpé
Fountain Drinks,Fromage Suisse
Frank's Creamy Garlic Sauce,Fruitopia fraises
Frank's RedHot Menu,Fruitopia orange
Frank's RedHot Original McCrispy,Fruitopia Org Syrup
Frank's RedHot Original McCrispy Extra Value Meal,Fruitopia Strw Syrup
Frank’s RedHot Creamy Garlic B,Fuze Iced Tea Syrup
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,G Café
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,G Café décaf infusé
Frank’s RedHot Creamy Garlic C,G Café frappé + crème fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Capp sirop ***
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Cappuccino ***
Frank’s RedHot Creamy Garlic E,G Cappuccino R ***
Frank’s RedHot Creamy Garlic Egg McMuffin,G Cappuccino Sirop ***
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Cappuccino Sirop R***
Frank’s RedHot Creamy Garlic S,G Chai frappé van. + cr. fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Choc ch ment ***
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Coke
Frank’s RedHot Hot Honey Dippi,G Déca infusé
Frank’s RedHot Hot Honey Dipping Sauce,G Eau chaude
Frank’s RedHot McVeggie,G Eau froide
Frank’s RedHot Original McCris,G Lat caramel ***
Frank’s RedHot Original McCrispy,G Lat M. Car ***
Frank’s RedHot Original McCrispy Bacon Deluxe,G Lat pép choc ***
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Latte ***
Frank’s RedHot Original McVeggie,G Latte au caramel ***
Frank’s RedHot Original McVeggie Meal,G Latte au chocolat et à la noisette (lait 2 %)
Frank’s RedHot® Original Thick,G Latte glacé ***
Frank’s RedHot® Original Thick Sauce,G Latte glacé au chocolat et à la noisette (lait 2 %)
Free Medium Soft Drink,G Latte glacé L ***
Free Sandwich,G Latte M. Caramel ***
French Book,G Latte menthe ***
French Croissant,G Latte pép choc ***
French Croissant,G Latte sirop ***
French Fries,G Latte Sirop ***
French Vanilla Cream Cold Brew,G Latte Sirop R ***
French Vanilla Latte (2% milk),G Latte vanille fr
French Vanilla Latte (2% Milk),G LF à la fraise ML
French Vanilla Latte (Almond Milk,G LF à la vanille ML
French Vanilla Latte (Almond milk),G LF au chocolat ML
French Vanilla Latte (Almond Milk),G LF chocolat
French Vanilla Syrup,G LF fraise
Fried Egg,G LF vanille
Fries,G Moka ***
Fruit & Fibre Muffin,G Moka menthe ***
Fruit Medley,G Smo bleuet
Fruit Splash Beverage,G Smo mangue
Fruit Splash Beverages,G Smooth bleuet ML
Fruitopia Orange,G Smooth mangue ML
Fruitopia Org Syrup,G Thé Earl Grey
Fruitopia Strawberry,G Thé pekoe
Fruitopia Strawberry Passion Awareness,G Thé vert
Fruitopia Strw Syrup,Galette de poulet
Fry Display,Garni comme Big Mac
Fry Monitor Display,Garni comme Mac
Fudge,Garniture croustillante au car
Fudge Sundae,Garniture croustillante au caramel salé
Fuze Iced Tea,Garniture Mcflurry
FUZE Iced Tea,Glaçage au fromage à la crème
Fuze Iced Tea Syrup,Glace
Garden Salad(apples & walnuts),Glace chili limettes
Garlic Seasoning,Glacéau smartwater
Gingham Holiday Mug,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Gold Peak Slightly Sweet Lemon Iced Tea,Glacéau vitaminwater bleuets
Gold Peak Sweet Lemon Iced Tea,Glacéau vitaminwater orange
Granola,glacée moka
Grape Tomatoes,Glacée moka  (lait d'amande)
Gravy,Godet crème
Greek Entrée Salad,Godet de lait
Greek Pasta Feta Salad,Gonflez V Tr
Green Dipped Mug,Graines tournesol
Green Onions,Grand
Green Tea,Grand
Grilled Cheese,Grand
Grilled Cheese Sandwich,Grand americano
Grilled Cheese Sandwiches,Grand Café frappé
Grilled Chicken,Grand café glacé
Grilled Chicken Patty,Grand café glacé à la vanille
Grilled Chicken Sandwich,Grand café glacé au caramel
Grilled Chicken Sandwich,Grand café glacé avec boisson à l'avoine
Grilled Chicken Sandwich,Grand café glacé avec sirop sans sucre
Grilled Chicken Sandwich Extra Value Meal,Grand Café glacé avec sirop sans sucre
Grilled Frank's RedHot Origina,Grand café infusé
Grilled Frank's RedHot Original,Grand café infusé à froid
Grilled Frank's RedHot Original Extra Value Meal,Grand café infusé à froid avec sirop sans sucre et crème
Grilled Frank’s RedHot Origina,Grand café infusé à froid caramel et crème
Grilled Frank’s RedHot Original Bacon Deluxe,Grand café infusé à froid sucré avec crème
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand café infusé à froid sucré/avoine
Grilled Onions,Grand café infusé à froid vanille française et crème
Grilled Ranch Snack Wrap,Grand Café infusé aînés
Grilled Snack Wrap,Grand café infusé décaféiné
Ground Coffee & Mug Giftset,Grand café infusé décaféiné aînés
Guacamole,Grand café infusé décaféiné Remplir nouveau
Half Cream,Grand café infusé Remplir nouveau
Half Crispy Chicken Patty,Grand cappuccino (lait 2%)
Half Decaf,Grand Cappuccino (lait d'amande)
Half Filet-O-Fish Patty,Grand Chai frappé à la vanille
Half Grilled Chicken,Grand Chai frappé à la vanille
Half Ice,Grand Chocolat chaud (lait 2%)
Half Milk,Grand Coca-Cola
Half Oat Beverage,Grand Coca-Cola Zero
Half Splenda,Grand Coke
Half Sugar,Grand Coke Diète
Half Syrup,Grand Frites
HALLOWEEN GC,Grand Fruitopia fraises
Halloween Gift Certs,Grand Fruitopia orange
Hamburger,Grand glacée moka
Hamburger Deluxe,Grand jus d'orange
Hamburger Deluxe McValue Meal,Grand jus de pomme
Hamburger Happy Meal,Grand lait ultra-frappé à la fraise
Hamburger with Apple slices,Grand lait ultra-frappé à la vanille
"Hamburger, No Meat",Grand lait ultra-frappé au chocolat
Happy Meal,Grand latte (lait 2%)
Happy Meal 4 McNuggets with Apple slices,Grand latte (lait d'amande)
Happy Meal 4 McNuggets with Apple Slices,Grand latte à la caramel (lait 2%)
Happy Meal 4 McNuggets with Mini Fries,Grand latte à la vanille française (lait 2%)
Happy Meal 4 McNuggets with Mini-fries,Grand Latte à la vanille française (lait d'amande)
Happy Meal 4 McNuggets with Small Fries,Grand latte à thé London fog (lait 2%)
Happy Meal 4 McNuggets with Small fries for $2.99,Grand latte au thé matcha (lait 2%)
Happy Meal Book only,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal Cheeseburger,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte caramel (lait 2%)
Happy Meal Cheeseburger with Apple slices,Grand latte caramel (lait d'amande)
Happy Meal Cheeseburger with Apple Slices,Grand latte glacé (lait 2%)
Happy Meal Cheeseburger with Mini Fries,Grand Latte glacé (lait amande)
Happy Meal Cheeseburger with mini-fries,Grand latte glacé au matcha (lait 2%)
Happy Meal Cheeseburger with Small Fries,Grand latte glacé matcha (lait amande)
Happy Meal Cheeseburger with Small fries for $2.99,Grand menthe poivrée
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand Moka (lait 2%)
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand moka glacé
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand Racinette Barq's
Happy Meal Crispy Mayo with Mini Fries,Grand smoothie fraises-banane
Happy Meal Fish Stick,Grand smoothie grenade-bleuets
Happy Meal French Book only,Grand smoothie mangue-ananas
Happy Meal Grilled Cheese with Apple Slices,Grand Splash fraîcheur au citron
Happy Meal Grilled Cheese with Mini Fries,Grand Splash fraîcheur au melon d’eau et à la lime
Happy Meal Grilled Cheese with Small Fries,Grand Sprite
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand Sprite nocturne
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand thé à la menthe poivrée
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand thé à la menthe poivrée aînés
Happy Meal Hamburger with Apple slices,Grand thé bergamia gris
Happy Meal Hamburger with Apple Slices,Grand thé chai éclat
Happy Meal Hamburger with Mini Fry,Grand thé Earl Grey
Happy Meal Hamburger with mini-fries,Grand thé earl grey aînés
Happy Meal Hamburger with Small Fries,Grand Thé glacé Fuze
Happy Meal Hamburger with Small fries for $2.99,Grand thé menthe poivrée aînés
Happy Meal Hotcakes with Apple Slices,Grand thé orange pekoe
Happy Meal Hotcakes with Hash Browns,Grand thé Orange Pekoe
Happy Meal Hotcakes with Hashbrowns for $2.99,Grand thé orange pekoe aînés
Happy Meal Hotcakes with Mini Fry,Grand thé rugissement noir
Happy Meal Hotcakes with Small Fries,Grand thé vert
Happy Meal Juice/Milk/Water,Grand thé vert à la citronnelle
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Grand thé vert aînés
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Gratuit moyen boisson
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Guacamole
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,H-fromage
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Hamburger
Happy Meal Nugget,Hamburger avec fromage
Happy Meal snack Wrap,Hamburger avec fromage de luxe
Happy Meal Snack Wrap,"Hamburger avec fromage, sans viande"
Happy Meal Toy,Hamburger De Luxe
Happy Meal Toy - Under 3,Hamburger fromage
Happy Meal with Apple slices,"Hamburger fromage, sans viande"
Happy Meal with Apple Slices,Hamburger Joueur étoile
Happy Meal with Hash Browns,Hamburger Joueur étoile - repas Bâtons LNH
Happy Meal with Hashbrowns,"Hamburger, sans viande"
Happy Meal with Mini Fries,Hamburgers
Happy Meal with mini-fries,Hazelnut & Cocoa McPops
Happy Meal with Mini-fries,Honest Kids La Fée des pommes
Happy Meal with Small fries,Honest Kids Super Punch aux Fr
Happy Meal with Small Fries,Honest Kids Super Punch aux Fruits
Happy Meals,Hummus original
Harvest Entrée Salad,J’ai ma tasse (M)
Hash Brown,JF Crêpes ***
Hash Brown & Coffee,JF Fête crêpes
Hash Brown & Medium Premium Roast Coffee,JF Fête h-from
Hash Browns,JF Fête hamb fromage
Have my Own Cup (Med),JF Fête McCroq
Have my Own Cup (Med),JF Fête McCroquettes
Hazelnut & Cocoa McPops,JF Fête wrap
Heart Mug,JF Jouet
Heated,JF Jouet garçon
Herb & Garlic Seasoned Fries,JF Jouet R
HM 4 Nuggets & Mini Fry for $2.99,JF poisson ***
HM 4Nug Chrg,JF Poutine
HM 4Nug Party Charge,JF Sand from fond***
HM 4Nugget ***,JF Wrp-éclair lait+tom***
HM BAGEL ***,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM BAGL ***,Jouet moins de 3 ans
HM Buf Wrap Crispy ***,Journal post sem
HM Buf Wrap Grill ***,Journal post semaine
HM Buf Wrp Cr ***,Journal post wk-end
HM Buf Wrp Gr ***,Journal quotid
HM Cheese Bagl ***,Journal quotid 4
HM Cheeseburger ***,Journal quotidien
HM Cheeseburger Mn Fry Yog,Journal week-end
HM Chkn McBites ***,Journal weekend
HM Chsb Chrg,Journal wk-end 4
HM Chsb Party Charge,Journl post wk-end
HM Evry Bagel ***,Joyeux festin
HM Grilled Cheese ***,Joyeux festin 1 pat hach brune
HM Hambuger ***,Joyeux festin 4 McCroquettes - mini-frites
HM Hamburger ***,Joyeux festin 4 McCroquettes - P frites
HM Hamburger Mini Fry,Joyeux festin 4 McCroquettes - pommes
HM Hamburger Mini Fry for $2.99,Joyeux Festin 4 McCroquettes avec pommes
HM Hotcakes ***,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Htck Chrg,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Htck Party Charge,Joyeux Festin avec mini-frites
HM Let & Tom Snwrp ***,Joyeux Festin avec pat hach br
HM McEGGY ***,Joyeux Festin avec petit frite
HM Mgrain Bagel ***,Joyeux festin avec pommes
HM Plain Bagel ***,Joyeux Festin avec pommes
HM Sesame Bagel ***,Joyeux festin Crêpes - 1 pat hach brune
HM Snack Wrap ***,Joyeux festin Crêpes - mini-frites
HM Snk Wrap Chrg,Joyeux festin Crêpes - p frites
HM Snk Wrap Party Charge,Joyeux festin Crêpes - pommes
Hockey Hero Burger,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
Hockey Hero Burger - NHL Star Sticks Meal,Joyeux festin hamburger - mini-frites
Hockey Hero Burger Extra Value Meal,Joyeux festin hamburger - P frites
Hockey Holiday Mug,Joyeux festin hamburger - pommes
Hockey Tickets,Joyeux Festin Hamburger avec pommes
Holiday Sweater Cup,Joyeux festin hamburger fromage - mini-frites
Holiday Tree Cup,Joyeux festin hamburger fromage - P frites
Hollandaise-style sauce,Joyeux festin hamburger fromage - pommes
Homestyle Bun,"Joyeux Festin Hamburger fromage, mini-frites"
Honest Kids Appley Ever After,"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Honest Kids Super Fruit Punch,"Joyeux Festin Hamburger fromage, pommes"
Honey,"Joyeux Festin Hamburger, mini-frites"
Honey Dijon Vinaigrette Dressi,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Honey Dijon Vinaigrette Dressing,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Hot Beverage,Joyeux festin jouet
Hot Chocolate,Joyeux festin jouet moins de 3 ans
Hot Chocolate (2% Milk),Joyeux festin mini-frites
Hot Chocolate (Almond Milk),Joyeux festin p frites
Hot Chocolate Packet,Joyeux festin P frites
Hot Drink,Joyeux festin sandwich fromage fondant - mini-frites
Hot Drinks,Joyeux festin sandwich fromage fondant - P frites
Hot McCafé,Joyeux festin sandwich fromage fondant - pommes
Hot Mustard,Joyeux festin Wrap-éclair
Hot Reusable Cup,Joyeux festin Wrap-éclair croust - mini-frites
Hotcake & Sausage Extra Value Meal,Joyeux festin Wrap-éclair croust - P frites
Hotcake Syrup,Joyeux festin Wrap-éclair croust - pommes
Hotcakes,Joyeux festin Wrap-éclair grillé - mini-frites
Hotcakes & Bacon,Joyeux festin Wrap-éclair grillé - P frites
Hotcakes & Bacon Extra Value Meal,Joyeux festin Wrap-éclair grillé - pommes
Hotcakes & Sausage,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Hotcakes & Sausage Extra Value Meal,Joyeux festin Wrap-éclair laitue et tomate - P frites
Hotcakes & Snacks & Sides,Joyeux festin Wrap-éclair laitue et tomate - pommes
Hotcakes Extra Value Meal,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Hotel Coupon,Junior au poulet
Ice,Junior au poulet chili doux
Ice Coffee with sugar free syrup,Jus
Ice Mocha 2S,Jus d'orange
Ice Mocha Milk,Jus d'orange - Simply Orange
Iced Coffee,Jus de pomme
Iced Coffee with sugar free syrup,Jus de pomme - Simply Pomme
Iced Latte,"Jus, lait et eau"
Iced Latte (2% Milk),Jus/lait/bouteille
Iced Latte (Almond Milk),Jus/lait/bouteille d'eau
Iced Matcha Tea Latte (2% Milk),Ketchup
Iced Matcha Tea Latte (Almond Milk),L Lat M. Crml ***
Iced Mocha,L Latte M. Caramel ***
Iced Mocha (2% Milk),Laisser esp
Iced Mocha (almond milk),Lait
Iced Mocha (Almond Milk),Lait 1%
In a Cup,Lait 1% au chocolat
Italian Herb Sauce,Lait 2%
Jam with knife,Lait chocolat
Jr Chicken,lait d'amande
Jr Chicken Meal Deal,Lait frappé à la fraise
Juice,Lait frappé à la menthe
Juice Deposit,"Lait frappé à la menthe, format collation"
Juice Pack Deposit,"Lait frappé à la menthe, format moyen"
"Juice, Milk & Water","Lait frappé à la menthe, grand format"
Juice/Milk/Water,"Lait frappé à la menthe, petit format"
Junior Chicken,Lait frappé à la vanille
Junior Chicken McValue Meal,Lait frappé au chocolat
K-Cup & Tumbler Giftset,Lait glacee
Ketchup,Lait ultra-frappé
Ketchup Packet,Lait ultra-frappé à la fraise
Keychain,Lait ultra-frappé à la vanille
Kid's Mac,Lait ultra-frappé au chocolat
Kiddie Cone,Laits frappés
Knives,Laitue
L  Hot Choc ***,Large
L Apple Juice,Large Cup
L Cap Syrup ***,Latte
L Cappuccino ***,Latte (lait 2%)
L Cappuccino Syrup ***,Latte (lait aux amandes)
L Caramel Choc Latte ***,Latte (lait d'amande)
L Caramel Choc Mocha ***,Latte à la caramel (lait 2%)
L Caramel Latte ***,Latte à la crème brûlée (lait 2%)
L Chai Latte ***,"Latte à la van fr, format moyen (lait aux amandes)"
L Choc Chip Lat ***,"Latte à la van fr, grand format (lait aux amandes)"
L Hot Choc  ***,"Latte à la van fr, petit format (lait aux amandes)"
L Hot Choc ***,Latte à la vanille française (lait 2%)
L Hot Choc Mint ***,Latte à la vanille française (lait aux amandes)
L Hot Chocolate ***,Latte à la vanille française (lait d'amande)
L Hot Water,Latte à thé chai cardamome (lait 2%)
L Hot Wht Choc ***,Latte à thé chai cardamome (lait écrémé)
L Ice Latte ***,Latte à thé London fog (lait 2%)
L Iced Matcha Latte ***,Latte à thé London fog (lait sans lactose)
L Lat Caramel ***,Latte au caramel (lait 2%)
L Lat Chc Chp ***,Latte au caramel (lait aux amandes)
L Lat Cml Choc ***,"Latte au caramel, format moyen (lait aux amandes)"
L Lat M. Caramel ***,"Latte au caramel, grand format (lait aux amandes)"
L Lat M. Caramel***,"Latte au caramel, petit format (lait aux amandes)"
L Lat M. Crml ***,Latte au chocolat et à la noisette (lait 2 %)
L Lat Pump ***,Latte au thé chai (lait 2 %)
L Lat Pumpkin Crml ***,Latte au thé chai (lait aux amandes)
L Lat SF ***,"Latte au thé chai, format moyen (lait 2 %)"
L Lat Syrup ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Latte ***,"Latte au thé chai, grand format (lait 2 %)"
L Latte Cml Choc ***,"Latte au thé chai, grand format (lait aux amandes)"
L Latte Mint ***,"Latte au thé chai, petit format (lait 2 %)"
L Latte Mint R ***,"Latte au thé chai, petit format (lait aux amandes)"
L Latte Pumpkin ***,Latte au thé matcha (lait 2 %)
L Latte Syrup ***,Latte au thé matcha (lait 2%)
L Lndn Fog Latte ***,Latte au thé matcha (lait aux amandes)
L Matcha Latte ***,"Latte au thé matcha, format moyen (lait 2 %)"
L Mocha ***,"Latte au thé matcha, grand (lait aux amandes)"
L Mocha Cml Choc ***,"Latte au thé matcha, grand format (lait 2 %)"
L Mocha Mint ***,"Latte au thé matcha, moyen (lait aux amandes)"
L Mocha Wht Choc ***,"Latte au thé matcha, petit (lait aux amandes)"
L Orange Juice,"Latte au thé matcha, petit format (lait 2 %)"
L Sugar Free Latte ***,Latte avec sirop sans sucre (lait 2%)
L Van Latte ***,Latte avec sirop sans sucre (lait aux amandes)
L Water,Latte avec sirop sans sucre (lait d'amande)
Large,Latte caramel (lait 2%)
Large,Latte caramel (lait d'amande)
Large Barq's Root Beer,Latte citrouille (lait 2%)
Large Blueberry Pomegranate Smoothie,Latte glacé
Large Breakfast Poutine,Latte glacé (lait 2%)
Large Cappuccino (Almond Milk),Latte glacé (lait amande)
Large Caramel Iced Coffee,Latte glacé au chocolat et à la noisette (lait 2 %)
Large Chocolate Shake,Latte glacé au matcha (lait 2%)
Large Clear Cup,Latte glacé matcha (lait amande)
Large Coke,Latte London Fog (lait 2 %)
Large Cup,Latte London Fog (lait aux amandes)
Large Cup FS,"Latte London Fog, format moyen (lait 2 %)"
Large Decaf Coffee,"Latte London Fog, format moyen (lait aux amandes)"
Large Diet Coke,"Latte London Fog, grand format (lait 2 %)"
Large Earl Grey Tea,"Latte London Fog, grand format (lait aux amandes)"
Large French Fries,"Latte London Fog, petit format (lait 2 %)"
Large French Vanilla Latte,"Latte London Fog, petit format (lait aux amandes)"
Large French Vanilla Latte (2% milk),"Latte, format moyen (lait aux amandes)"
Large Fries,"Latte, grand format (lait aux amandes)"
Large Green Tea,"Latte, petit format (lait aux amandes)"
Large Mango Smoothie,Le Grand M
Large Orange Pekoe Tea,Légèrement grillé
Large Peppermint Tea,Les bâtons des étoiles de la L
Large Poutine,Les bâtons des étoiles de la LNH - Ajouter à la commande
Large Premium Roast Coffee,"LF chocolat, format col."
Large Senior's Decaf Coffee,"LF fraise, format col."
Large Senior's Earl Grey Tea,"LF vanille, format col."
Large Senior's Green Tea,Livraison
Large Senior's Orange Pekoe Tea,Livre Ou Jouet
Large Senior's Peppermint Tea,Livret avec un Joyeux festin
Large Spicy Buffalo Crispy Poutine,Livret fr avec Joyeux festin
Large Spicy Buffalo Grilled Poutine,Livret français avec un Joyeux festin
Large Spicy Crisp Poutine,Livret français seul
Large Sprite,Livret seul
Large Strawberry Banana Smoothie,M Café
Large Strawberry Shake,M Café décaf infusé
Large Vanilla Shake,M Café frappé + crème fouettée + coulis au choc.
Late Night Bundle,M Capp sirop ***
Late Night Bundle (Serves 4),M Cappuccino ***
Latte,M Cappuccino R ***
Latte (2% Milk),M Cappuccino Sirop ***
Latte (Almond milk),M Cappuccino Sirop R***
Latte (Almond Milk),M Chai frappé van. + cr. fouettée + coulis au choc.
Latte French Vanilla (@%),M Choc ch ment ***
Latte French Vanilla (2% Milk),M Coke
Latte or Cappuccino,M Déca infusé
Latte with sugar free syrup (2% Milk),M Eau chaude
Latte with sugar free syrup (Almond Milk),M Eau froide
Leaf Holiday Mug,M Frites
Leaf Lettuce,M Lat caramel ***
Leaf Mug,M Lat M. Car ***
Leaf Tumbler,M Lat M. Crml ***
Leave Some Space,M Lat pép choc ***
Lemon Fruit Splash,M Latte ***
Lemongrass Green Tea,M Latte à la vanille ss ***
Lettuce,M Latte au caramel  ***
Lettuce & Tomato Snack Wrap,M Latte au chocolat et à la noisette (lait 2 %)
Li’l Donuts,M Latte glacé ***
